name,position,team,projection
Devaughn Vele,WR,DEN,88
Daniel Jones,QB,IND,121
Marquez Valdes-Scantling,WR,SEA,90
Brandin Cooks,WR,NO,88
Nick Westbrook-Ikhine,WR,MIA,81
Dont'e Thornton Jr.,WR,LVR,77
Gerald Everett,TE,UNS,54
Ty Chandler,RB,MIN,29
Elic Ayomanor,WR,TEN,72
Oronde Gadsden II,TE,LAC,48
Gunnar Helm,TE,TEN,47
Tim Patrick,WR,DET,86
Marcus Yarns,RB,NO,22
Ben Sinnott,TE,WAS,38
Nathaniel Dell,WR,HOU,18
Sincere McCormick,RB,LVR,27
Craig Reynolds,RB,DET,26
Raheim Sanders,RB,LAC,19
Dawson Knox,TE,BUF,51
D.J. Chark Jr.,WR,UNS,87
Tai Felton,WR,MIN,80
Pierre Strong Jr.,RB,CLE,26
Parker Washington,WR,JAC,82
Allen Lazard,WR,NYJ,91
Jamaal Williams,RB,UNS,28
Van Jefferson,WR,TEN,81
Mitchell Evans,TE,CAR,39
Treylon Burks,WR,TEN,76
Brevin Jordan,TE,HOU,39
Kimani Vidal,RB,LAC,21
Zamir White,RB,LVR,23
Tommy Tremble,TE,CAR,42
Luke McCaffrey,WR,WAS,70
Tory Horton,WR,SEA,65
KaVontae Turpin,WR,DAL,89
Isaac TeSlaa,WR,DET,65
Deuce Vaughn,RB,DAL,15
Kalif Raymond,WR,DET,74
Chimere Dike,WR,TEN,65
Drew Sample,TE,CIN,52
Blake Watson,RB,DEN,11
Kenny McIntosh,RB,SEA,19
Josh Whyle,TE,TEN,39
Demarcus Robinson,WR,SF,58
DeeJay Dallas,RB,ARI,15
Malik Davis,RB,DAL,15
Josh Reynolds,WR,NYJ,72
Greg Dortch,WR,ARI,74
Jalen Tolbert,WR,DAL,76
Greg Dulcich,TE,NYG,35
Kendrick Bourne,WR,NE,79
Tyler Goodson,RB,IND,20
Luke Schoonmaker,TE,DAL,44
Savion Williams,WR,GB,61
Jonathan Mingo,WR,DAL,64
Israel Abanikanda,RB,SF,9
Jaxson Dart,QB,NYG,67
Tyler Badie,RB,DEN,10
Jordan Mims,RB,NO,16
Michael Gallup,WR,WAS,66
Dylan Laube,RB,LVR,13
Hassan Haskins,RB,LAC,12
Chris Boswell,K,PIT,16
AJ Barner,TE,SEA,44
Ben Sauls,K,PIT,16
Stone Smartt,TE,NYJ,35
Elijah Higgins,TE,ARI,41
Tanner McLachlan,TE,CIN,34
Carson Steele,RB,KC,10
Montrell Johnson Jr.,RB,PHI,9
Julius Chestnut,RB,TEN,8
Jase McClellan,RB,ATL,8
Robert Woods,WR,PIT,59
Keilan Robinson,RB,JAC,8
Eric Gray,RB,NYG,8
Tyler Boyd,WR,UNS,67
Lucas Krull,TE,DEN,39
Donovan Edwards,RB,NYJ,12
Hunter Renfrow,WR,CAR,56
Elijah Moore,WR,BUF,58
Jalen Royals,WR,KC,51
Tre Tucker,WR,LVR,63
Malachi Corley,WR,NYJ,51
Grant Calcaterra,TE,PHI,30
Ja'Lynn Polk,WR,NE,52
Nelson Agholor,WR,UNS,62
Jeremy Ruckert,TE,NYJ,31
Adam Trautman,TE,DEN,30
JuJu Smith-Schuster,WR,KC,56
Arian Smith,WR,NYJ,51
Johnny Mundt,TE,JAC,34
Harrison Bryant,TE,PHI,25
Luke Lachey,TE,HOU,21
Josh Oliver,TE,MIN,27
Kylen Granson,TE,PHI,25
Isaiah Bond,WR,RK,43
Julian Hill,TE,MIA,30
Daniel Bellinger,TE,NYG,24
Jake Briningstool,TE,KC,17
Zay Jones,WR,ARI,50
Brock Wright,TE,DET,28
Caleb Lohner,TE,DEN,20
Davis Allen,TE,LAR,23
Derius Davis,WR,LAC,49
Joshua Simon,TE,ATL,18
Charlie Kolar,TE,BAL,23
Javon Baker,WR,NE,44
Jermaine Burton,WR,CIN,47
Tip Reiman,TE,ARI,19
Devin Culp,TE,TB,21
Colby Parkinson,TE,LAR,24
Jelani Woods,TE,IND,23
Jackson Hawes,TE,BUF,18
Jared Wiley,TE,KC,17
Jahan Dotson,WR,PHI,40
Sterling Shepard,WR,TB,45
Jalin Hyatt,WR,NYG,37
Charlie Woerner,TE,ATL,20
Payne Durham,TE,TB,16
John Bates,TE,WAS,22
Andrew Ogletree,TE,IND,16
Mo Alie-Cox,TE,IND,30
John Metchie,WR,HOU,43
Tez Johnson,WR,TB,38
Jaylin Lane,WR,WAS,37
Will Mallory,TE,IND,15
KeAndre Lambert-Smith,WR,LAC,38
Brevyn Spann-Ford,TE,DAL,16
Nate Adkins,TE,DEN,20
Thomas Fidone II,TE,NYG,13
Jaheim Bell,TE,NE,14
Xavier Restrepo,WR,TEN,28
Andres Borregales,K,NE,5
Devontez Walker,WR,BAL,37
Dallin Holker,TE,NO,14
Moliki Matavao,TE,NO,14
Dillon Gabriel,QB,CLE,57
Gavin Bartholomew,TE,MIN,14
Joe Flacco,QB,CLE,70
Ricky White,WR,SEA,32
Justin Watson,WR,HOU,31
Shedeur Sanders,QB,CLE,58
Jordan Watkins,WR,SF,30
Durham Smythe,TE,CHI,15
Robbie Ouzts,TE,SEA,13
Kenny Pickett,QB,CLE,54
Spencer Rattler,QB,NO,44
Jacob Cowing,WR,SF,25
Connor Heyward,TE,PIT,12
Olamide Zaccheaus,WR,CHI,42
Mecole Hardman,WR,GB,30
Rondale Moore,WR,MIN,47
David Bell,WR,CLE,32
Jake Bobo,WR,SEA,33
Nick Nash,WR,ATL,24
Johnny Wilson,WR,PHI,20
Bub Means,WR,NO,32
Kevin Austin Jr.,WR,NO,31
Charlie Jones,WR,CIN,21
Mason Tipton,WR,NO,30
Cedrick Wilson,WR,NO,31
Ainias Smith,WR,PHI,15
Jamari Thrash,WR,CLE,26
Casey Washington,WR,ATL,23
Devin Duvernay,WR,CHI,26
Bo Melton,WR,GB,20
Jimmy Horn Jr.,WR,CAR,22
Rakim Jarrett,WR,TB,19
Ashton Dulin,WR,IND,19
DJ Turner,WR,LVR,25
Kaden Prather,WR,BUF,18
Elijhah Badger,WR,KC,17
Trey Palmer,WR,TB,19
Malik Heath,WR,GB,19
Xavier Gipson,WR,NYJ,21
Michael Woods II,WR,CLE,19
Kobe Hudson,WR,CAR,19
Ryan Miller,WR,TB,18
LaJohntay Wester,WR,BAL,18
Dominic Lovett,WR,DET,18
Skyy Moore,WR,KC,14
Jha'Quan Jackson,WR,TEN,14
KhaDarel Hodge,WR,ATL,29
Ryan Flournoy,WR,DAL,21
Jalen Brooks,WR,DAL,20
Bryce Oliver,WR,TEN,14
Tyler Scott,WR,CHI,17
Tyler Johnson,WR,NYJ,21
Antwane Wells Jr.,WR,NYG,14
Konata Mumpfield,WR,LAR,14
Anthony Gould,WR,IND,12
Xavier Hutchinson,WR,HOU,17
Braxton Berrios,WR,HOU,18
Jalen Milroe,QB,SEA,18
Deshaun Watson,QB,CLE,30
Will Howard,QB,PIT,14
Mason Rudolph,QB,PIT,13
