name,position,team,projection
Elijah Mitchell,RB,KC,63
Cairo Santos,K,CHI,34
John Parker Romo,K,NE,33
Jarquez Hunter,RB,LAR,57
Jason Myers,K,SEA,33
Miles Sanders,RB,DAL,66
Jerome Ford,RB,CLE,47
Zack Moss,RB,CIN,49
Rico Dowdle,RB,CAR,61
Braelon Allen,RB,NYJ,62
Blake Grupe,K,NO,34
Trevor Etienne,RB,CAR,53
Greg Zuerlein,K,UNS,35
Dustin Hopkins,K,CLE,33
Jaleel McLaughlin,RB,DEN,70
Darius Slayton,WR,NYG,107
Alec Pierce,WR,IND,110
Elijah Arroyo,TE,SEA,68
Ja'Tavion Sanders,TE,CAR,76
Audric Estime,RB,DEN,68
DJ Giddens,RB,IND,54
Ray-Ray McCloud,WR,ATL,102
Cam Akers,RB,UNS,65
Will Dissly,TE,LAC,73
Terrance Ferguson,TE,LAR,67
Jordan James,RB,SF,46
Noah Fant,TE,SEA,83
Pat Bryant,WR,DEN,100
Mike Williams,WR,LAC,93
Tahj Brooks,RB,CIN,44
Samaje Perine,RB,CIN,59
Antonio Gibson,RB,NE,62
Ollie Gordon II,RB,MIA,43
Dontayvion Wicks,WR,GB,88
Gus Edwards,RB,UNS,65
Isaiah Davis,RB,NYJ,47
Tyler Higbee,TE,LAR,66
Will Shipley,RB,PHI,42
Devin Neal,RB,NO,41
Tyler Lockett,WR,TEN,101
Ty Johnson,RB,BUF,57
Dyami Brown,WR,JAC,92
Aaron Rodgers,QB,UNS,224
Jaylin Noel,WR,HOU,78
Christian Watson,WR,GB,37
Kenneth Gainwell,RB,PIT,55
Alexander Mattison,RB,MIA,44
Devin Singletary,RB,NYG,54
Harold Fannin Jr.,TE,CLE,56
Noah Gray,TE,KC,70
Brashard Smith,RB,KC,32
Khalil Herbert,RB,IND,38
Raheem Mostert,RB,LVR,44
Kyle Monangai,RB,CHI,34
Roman Wilson,WR,PIT,76
Russell Wilson,QB,NYG,164
Phil Mafah,RB,DAL,28
Keaton Mitchell,RB,BAL,32
DeAndre Hopkins,WR,BAL,97
Tutu Atwell,WR,LAR,93
Jacory Croskey-Merritt,RB,WAS,26
Emari Demercado,RB,ARI,47
Tyler Shough,QB,NO,171
Jeremy McNichols,RB,WAS,33
Andrei Iosivas,WR,CIN,84
Emanuel Wilson,RB,GB,39
Calvin Austin III,WR,PIT,82
Mack Hollins,WR,NE,85
LeQuint Allen,RB,JAC,24
Sean Tucker,RB,TB,28
Kirk Cousins,QB,ATL,88
A.J. Dillon,RB,PHI,18
Taysom Hill,TE,NO,21
Jordan Whittington,WR,LAR,71
Clyde Edwards-Helaire,RB,NO,30
Kayshon Boutte,WR,NE,68
Demario Douglas,WR,NE,82
Noah Brown,WR,WAS,70
Damien Martinez,RB,SEA,24
Troy Franklin,WR,DEN,74
Tyler Conklin,TE,LAC,51
Austin Hooper,TE,NE,60
Chris Rodriguez,RB,WAS,26
Dameon Pierce,RB,HOU,28
Michael Mayer,TE,LVR,60
Cade Stover,TE,HOU,38
Gabriel Davis,WR,UNS,71
Malik Washington,WR,MIA,71
Darnell Washington,TE,PIT,45
Adonai Mitchell,WR,IND,64
Foster Moreau,TE,NO,54
Jalen Nailor,WR,MIN,74
Michael Carter,RB,ARI,19
Curtis Samuel,WR,BUF,72
Kalel Mullings,RB,TEN,19
Christopher Brooks,RB,GB,27
Luke Musgrave,TE,GB,36
Cordarrelle Patterson,RB,PIT,27
Devaughn Vele,WR,DEN,59
Daniel Jones,QB,IND,79
Marquez Valdes-Scantling,WR,SEA,76
Brandin Cooks,WR,NO,69
Nick Westbrook-Ikhine,WR,MIA,69
Dont'e Thornton Jr.,WR,LVR,57
Gerald Everett,TE,UNS,43
Ty Chandler,RB,MIN,26
Elic Ayomanor,WR,TEN,57
Oronde Gadsden II,TE,LAC,36
Gunnar Helm,TE,TEN,38
Tim Patrick,WR,DET,65
Marcus Yarns,RB,NO,15
Ben Sinnott,TE,WAS,34
Nathaniel Dell,WR,HOU,2
Sincere McCormick,RB,LVR,20
Craig Reynolds,RB,DET,20
Raheim Sanders,RB,LAC,14
Dawson Knox,TE,BUF,45
D.J. Chark Jr.,WR,UNS,68
Tai Felton,WR,MIN,64
Pierre Strong Jr.,RB,CLE,20
Parker Washington,WR,JAC,74
Allen Lazard,WR,NYJ,68
Jamaal Williams,RB,UNS,18
Van Jefferson,WR,TEN,68
Mitchell Evans,TE,CAR,29
Treylon Burks,WR,TEN,53
Brevin Jordan,TE,HOU,29
Kimani Vidal,RB,LAC,12
Zamir White,RB,LVR,18
Tommy Tremble,TE,CAR,38
Luke McCaffrey,WR,WAS,52
Tory Horton,WR,SEA,50
KaVontae Turpin,WR,DAL,67
Isaac TeSlaa,WR,DET,49
Deuce Vaughn,RB,DAL,10
Kalif Raymond,WR,DET,67
Chimere Dike,WR,TEN,52
Drew Sample,TE,CIN,43
Blake Watson,RB,DEN,8
Kenny McIntosh,RB,SEA,13
Josh Whyle,TE,TEN,31
Demarcus Robinson,WR,SF,49
DeeJay Dallas,RB,ARI,11
Malik Davis,RB,DAL,9
Josh Reynolds,WR,NYJ,51
Greg Dortch,WR,ARI,59
Jalen Tolbert,WR,DAL,50
Greg Dulcich,TE,NYG,23
Kendrick Bourne,WR,NE,69
Tyler Goodson,RB,IND,12
Luke Schoonmaker,TE,DAL,29
Savion Williams,WR,GB,49
Jonathan Mingo,WR,DAL,56
Israel Abanikanda,RB,SF,6
Jaxson Dart,QB,NYG,33
Tyler Badie,RB,DEN,7
Jordan Mims,RB,NO,11
Michael Gallup,WR,WAS,36
Dylan Laube,RB,LVR,7
Hassan Haskins,RB,LAC,9
Chris Boswell,K,PIT,15
AJ Barner,TE,SEA,33
Ben Sauls,K,PIT,16
Stone Smartt,TE,NYJ,28
Elijah Higgins,TE,ARI,31
Tanner McLachlan,TE,CIN,27
Carson Steele,RB,KC,8
Montrell Johnson Jr.,RB,PHI,8
Julius Chestnut,RB,TEN,6
Jase McClellan,RB,ATL,5
Robert Woods,WR,PIT,42
Keilan Robinson,RB,JAC,6
Eric Gray,RB,NYG,5
Tyler Boyd,WR,UNS,57
Lucas Krull,TE,DEN,26
Donovan Edwards,RB,NYJ,12
Hunter Renfrow,WR,CAR,37
Elijah Moore,WR,BUF,47
Jalen Royals,WR,KC,38
Tre Tucker,WR,LVR,47
Malachi Corley,WR,NYJ,39
Grant Calcaterra,TE,PHI,21
Ja'Lynn Polk,WR,NE,31
Nelson Agholor,WR,UNS,53
Jeremy Ruckert,TE,NYJ,25
Adam Trautman,TE,DEN,22
JuJu Smith-Schuster,WR,KC,39
Arian Smith,WR,NYJ,36
Johnny Mundt,TE,JAC,29
Harrison Bryant,TE,PHI,22
Luke Lachey,TE,HOU,16
Josh Oliver,TE,MIN,19
Kylen Granson,TE,PHI,20
Isaiah Bond,WR,RK,4
Julian Hill,TE,MIA,20
Daniel Bellinger,TE,NYG,19
Jake Briningstool,TE,KC,12
Zay Jones,WR,ARI,43
Brock Wright,TE,DET,22
Caleb Lohner,TE,DEN,13
Davis Allen,TE,LAR,19
Derius Davis,WR,LAC,35
Joshua Simon,TE,ATL,13
Charlie Kolar,TE,BAL,16
Javon Baker,WR,NE,27
Jermaine Burton,WR,CIN,24
Tip Reiman,TE,ARI,14
Devin Culp,TE,TB,13
Colby Parkinson,TE,LAR,20
Jelani Woods,TE,IND,11
Jackson Hawes,TE,BUF,15
Jared Wiley,TE,KC,10
Jahan Dotson,WR,PHI,28
Sterling Shepard,WR,TB,36
Jalin Hyatt,WR,NYG,24
Charlie Woerner,TE,ATL,12
Payne Durham,TE,TB,10
John Bates,TE,WAS,16
Andrew Ogletree,TE,IND,11
Mo Alie-Cox,TE,IND,30
John Metchie,WR,HOU,28
Tez Johnson,WR,TB,27
Jaylin Lane,WR,WAS,28
Will Mallory,TE,IND,10
KeAndre Lambert-Smith,WR,LAC,29
Brevyn Spann-Ford,TE,DAL,13
Nate Adkins,TE,DEN,14
Thomas Fidone II,TE,NYG,10
Jaheim Bell,TE,NE,10
Xavier Restrepo,WR,TEN,20
Andres Borregales,K,NE,5
Devontez Walker,WR,BAL,21
Dallin Holker,TE,NO,10
Moliki Matavao,TE,NO,10
Dillon Gabriel,QB,CLE,12
Gavin Bartholomew,TE,MIN,10
Joe Flacco,QB,CLE,16
Ricky White,WR,SEA,26
Justin Watson,WR,HOU,25
Shedeur Sanders,QB,CLE,12
Jordan Watkins,WR,SF,21
Durham Smythe,TE,CHI,10
Robbie Ouzts,TE,SEA,10
Kenny Pickett,QB,CLE,13
Spencer Rattler,QB,NO,7
Jacob Cowing,WR,SF,16
Connor Heyward,TE,PIT,8
Olamide Zaccheaus,WR,CHI,33
Mecole Hardman,WR,GB,24
Rondale Moore,WR,MIN,47
David Bell,WR,CLE,21
Jake Bobo,WR,SEA,23
Nick Nash,WR,ATL,17
Johnny Wilson,WR,PHI,15
Bub Means,WR,NO,21
Kevin Austin Jr.,WR,NO,22
Charlie Jones,WR,CIN,16
Mason Tipton,WR,NO,21
Cedrick Wilson,WR,NO,22
Ainias Smith,WR,PHI,12
Jamari Thrash,WR,CLE,14
Casey Washington,WR,ATL,15
Devin Duvernay,WR,CHI,21
Bo Melton,WR,GB,14
Jimmy Horn Jr.,WR,CAR,17
Rakim Jarrett,WR,TB,13
Ashton Dulin,WR,IND,16
DJ Turner,WR,LVR,18
Kaden Prather,WR,BUF,13
Elijhah Badger,WR,KC,12
Trey Palmer,WR,TB,12
Malik Heath,WR,GB,13
Xavier Gipson,WR,NYJ,17
Michael Woods II,WR,CLE,13
Kobe Hudson,WR,CAR,14
Ryan Miller,WR,TB,11
LaJohntay Wester,WR,BAL,13
Dominic Lovett,WR,DET,13
Skyy Moore,WR,KC,9
Jha'Quan Jackson,WR,TEN,11
KhaDarel Hodge,WR,ATL,29
Ryan Flournoy,WR,DAL,12
Jalen Brooks,WR,DAL,14
Bryce Oliver,WR,TEN,9
Tyler Scott,WR,CHI,14
Tyler Johnson,WR,NYJ,14
Antwane Wells Jr.,WR,NYG,9
Konata Mumpfield,WR,LAR,10
Anthony Gould,WR,IND,10
Xavier Hutchinson,WR,HOU,10
Braxton Berrios,WR,HOU,18
Jalen Milroe,QB,SEA,15
Deshaun Watson,QB,CLE,0
Will Howard,QB,PIT,11
Mason Rudolph,QB,PIT,10
