name,position,team,projection
TreVeyon Henderson,RB,NE,272
Jakobi Meyers,WR,LVR,235
Deebo Samuel,WR,WAS,248
Jonnu Smith,TE,MIA,227
T.J. Hockenson,TE,MIN,231
Khalil Shakir,WR,BUF,242
Jauan Jennings,WR,SF,259
David Njoku,TE,CLE,222
Jordan Addison,WR,MIN,265
Rome Odunze,WR,CHI,281
Mark Andrews,TE,BAL,233
Jayden Reed,WR,GB,246
Jerry Jeudy,WR,CLE,249
Patrick Mahomes,QB,KC,373
Brian Robinson Jr.,RB,WAS,226
Jaylen Warren,RB,PIT,220
Dalton Kincaid,TE,BUF,220
Travis Etienne,RB,JAC,238
Ricky Pearsall,WR,SF,281
Kaleb Johnson,RB,PIT,242
Jake Ferguson,TE,DAL,186
Evan Engram,TE,DEN,205
Tucker Kraft,TE,GB,193
Dallas Goedert,TE,PHI,192
Kyler Murray,QB,ARI,367
Tyler Warren,TE,IND,223
Bo Nix,QB,DEN,354
Darnell Mooney,WR,ATL,227
Josh Downs,WR,IND,233
Justin Fields,QB,NYJ,372
Tyrone Tracy Jr.,RB,NYG,212
Baker Mayfield,QB,TB,361
Michael Pittman Jr.,WR,IND,235
Cooper Kupp,WR,SEA,252
Tyjae Spears,RB,TEN,212
Justin Herbert,QB,LAC,362
Caleb Williams,QB,CHI,364
Cameron Skattebo,RB,NYG,218
Najee Harris,RB,LAC,221
Marquise Brown,WR,KC,235
Rashid Shaheed,WR,NO,236
Stefon Diggs,WR,NE,260
Austin Ekeler,RB,WAS,197
Keon Coleman,WR,BUF,250
Brandon Aiyuk,WR,SF,270
Dak Prescott,QB,DAL,360
Pat Freiermuth,TE,PIT,189
Tank Bigsby,RB,JAC,216
Drake Maye,QB,NE,361
Trevor Lawrence,QB,JAC,359
Zach Ertz,TE,WAS,183
Javonte Williams,RB,DAL,220
Colston Loveland,TE,CHI,220
Jared Goff,QB,DET,357
Brock Purdy,QB,SF,355
Christian Kirk,WR,HOU,204
Younghoe Koo,K,ATL,67
Jake Bates,K,DET,67
Chigoziem Okonkwo,TE,TEN,182
Zach Charbonnet,RB,SEA,199
Jordan Love,QB,GB,356
Isaiah Likely,TE,BAL,194
Rachaad White,RB,TB,190
C.J. Stroud,QB,HOU,357
Mike Gesicki,TE,CIN,187
Cade Otton,TE,TB,170
J.K. Dobbins,RB,UNS,192
Hunter Henry,TE,NE,181
Jayden Higgins,WR,HOU,225
Tua Tagovailoa,QB,MIA,358
Kyle Pitts,TE,ATL,188
Keenan Allen,WR,UNS,216
J.J. McCarthy,QB,MIN,353
Dalton Schultz,TE,HOU,177
Romeo Doubs,WR,GB,202
Matthew Golden,WR,GB,232
Jordan Mason,RB,MIN,204
Evan McPherson,K,CIN,60
Rhamondre Stevenson,RB,NE,185
Jaydon Blue,RB,DAL,197
Luther Burden III,WR,CHI,224
Tyler Bass,K,BUF,59
Bryce Young,QB,CAR,341
Joshua Palmer,WR,BUF,223
Amari Cooper,WR,UNS,216
Matt Gay,K,WAS,57
Brenton Strange,TE,JAC,185
Jake Elliott,K,PHI,55
Tyler Loop,K,BAL,51
Diontae Johnson,WR,CLE,230
Juwan Johnson,TE,NO,180
Emeka Egbuka,WR,TB,218
Jack Bech,WR,LVR,223
Harrison Butker,K,KC,53
Bhayshul Tuten,RB,JAC,221
Justin Tucker,K,UNS,51
Wan'Dale Robinson,WR,NYG,189
Mason Taylor,TE,NYJ,180
Quentin Johnston,WR,LAC,202
Ray Davis,RB,BUF,191
Cam Little,K,JAC,53
Rashod Bateman,WR,BAL,205
Chase McLaughlin,K,TB,51
Roschon Johnson,RB,CHI,185
Chad Ryland,K,ARI,52
Tre Harris,WR,LAC,216
Justice Hill,RB,BAL,148
Matthew Stafford,QB,LAR,348
Tyler Allgeier,RB,ATL,183
Kyle Williams,WR,NE,219
Jason Sanders,K,MIA,50
Cameron Dicker,K,LAC,50
Geno Smith,QB,LVR,334
Cameron Ward,QB,TEN,351
Trey Benson,RB,ARI,201
Jake Moody,K,SF,48
Cole Kmet,TE,CHI,177
Xavier Legette,WR,CAR,194
Marvin Mims Jr.,WR,DEN,177
Cedric Tillman,WR,CLE,221
Sam Darnold,QB,SEA,341
Jalen Coker,WR,CAR,200
Isaac Guerendo,RB,SF,218
Adam Thielen,WR,CAR,182
Blake Corum,RB,LAR,207
Anthony Richardson,QB,IND,378
Jaylen Wright,RB,MIA,190
Theo Johnson,TE,NYG,172
Michael Wilson,WR,ARI,170
Joshua Karty,K,LAR,47
Dylan Sampson,RB,CLE,175
Kareem Hunt,RB,KC,180
Jalen McMillan,WR,TB,210
MarShawn Lloyd,RB,GB,189
Michael Penix Jr.,QB,ATL,338
Will Reichard,K,MIN,47
Ryan Fitzgerald,K,CAR,43
Brandon Aubrey,K,DAL,45
Nick Chubb,RB,UNS,175
Graham Gano,K,NYG,56
Daniel Carlson,K,LVR,49
Jo'Quavious Marks,RB,HOU,165
Kendre Miller,RB,NO,178
Ka'imi Fairbairn,K,HOU,44
Wil Lutz,K,DEN,44
Elijah Mitchell,RB,KC,189
Cairo Santos,K,CHI,46
John Parker Romo,K,NE,49
Jarquez Hunter,RB,LAR,199
Jason Myers,K,SEA,44
Miles Sanders,RB,DAL,164
Jerome Ford,RB,CLE,142
Zack Moss,RB,CIN,163
Rico Dowdle,RB,CAR,160
Braelon Allen,RB,NYJ,180
Blake Grupe,K,NO,45
Trevor Etienne,RB,CAR,171
Greg Zuerlein,K,UNS,44
Dustin Hopkins,K,CLE,47
Jaleel McLaughlin,RB,DEN,117
Darius Slayton,WR,NYG,176
Alec Pierce,WR,IND,197
Elijah Arroyo,TE,SEA,159
Ja'Tavion Sanders,TE,CAR,165
Audric Estime,RB,DEN,131
DJ Giddens,RB,IND,172
Ray-Ray McCloud,WR,ATL,159
Cam Akers,RB,UNS,134
Will Dissly,TE,LAC,151
Terrance Ferguson,TE,LAR,181
Jordan James,RB,SF,190
Noah Fant,TE,SEA,150
Pat Bryant,WR,DEN,204
Mike Williams,WR,LAC,209
Tahj Brooks,RB,CIN,184
Samaje Perine,RB,CIN,123
Antonio Gibson,RB,NE,140
Ollie Gordon II,RB,MIA,176
Dontayvion Wicks,WR,GB,207
Gus Edwards,RB,UNS,118
Isaiah Davis,RB,NYJ,182
Tyler Higbee,TE,LAR,169
Will Shipley,RB,PHI,150
Devin Neal,RB,NO,173
Tyler Lockett,WR,TEN,186
Ty Johnson,RB,BUF,129
Dyami Brown,WR,JAC,179
Aaron Rodgers,QB,UNS,318
Jaylin Noel,WR,HOU,208
Christian Watson,WR,GB,96
Kenneth Gainwell,RB,PIT,121
Alexander Mattison,RB,MIA,146
Devin Singletary,RB,NYG,119
Harold Fannin Jr.,TE,CLE,172
Noah Gray,TE,KC,142
Brashard Smith,RB,KC,155
Khalil Herbert,RB,IND,153
Raheem Mostert,RB,LVR,118
Kyle Monangai,RB,CHI,159
Roman Wilson,WR,PIT,193
Russell Wilson,QB,NYG,328
Phil Mafah,RB,DAL,154
Keaton Mitchell,RB,BAL,154
DeAndre Hopkins,WR,BAL,161
Tutu Atwell,WR,LAR,164
Jacory Croskey-Merritt,RB,WAS,150
Emari Demercado,RB,ARI,90
Tyler Shough,QB,NO,327
Jeremy McNichols,RB,WAS,132
Andrei Iosivas,WR,CIN,174
Emanuel Wilson,RB,GB,93
Calvin Austin III,WR,PIT,161
Mack Hollins,WR,NE,169
LeQuint Allen,RB,JAC,142
Sean Tucker,RB,TB,108
Kirk Cousins,QB,ATL,183
A.J. Dillon,RB,PHI,112
Taysom Hill,TE,NO,126
Jordan Whittington,WR,LAR,183
Clyde Edwards-Helaire,RB,NO,100
Kayshon Boutte,WR,NE,157
Demario Douglas,WR,NE,170
Noah Brown,WR,WAS,188
Damien Martinez,RB,SEA,134
Troy Franklin,WR,DEN,177
Tyler Conklin,TE,LAC,140
Austin Hooper,TE,NE,119
Chris Rodriguez,RB,WAS,121
Dameon Pierce,RB,HOU,115
Michael Mayer,TE,LVR,124
Cade Stover,TE,HOU,155
Gabriel Davis,WR,UNS,177
Malik Washington,WR,MIA,170
Darnell Washington,TE,PIT,143
Adonai Mitchell,WR,IND,212
Foster Moreau,TE,NO,115
Jalen Nailor,WR,MIN,157
Michael Carter,RB,ARI,108
Curtis Samuel,WR,BUF,157
Kalel Mullings,RB,TEN,116
Christopher Brooks,RB,GB,83
Luke Musgrave,TE,GB,160
Cordarrelle Patterson,RB,PIT,75
Devaughn Vele,WR,DEN,168
Daniel Jones,QB,IND,198
Marquez Valdes-Scantling,WR,SEA,149
Brandin Cooks,WR,NO,158
Nick Westbrook-Ikhine,WR,MIA,173
Dont'e Thornton Jr.,WR,LVR,187
Gerald Everett,TE,UNS,134
Ty Chandler,RB,MIN,87
Elic Ayomanor,WR,TEN,193
Oronde Gadsden II,TE,LAC,144
Gunnar Helm,TE,TEN,143
Tim Patrick,WR,DET,155
Marcus Yarns,RB,NO,96
Ben Sinnott,TE,WAS,162
Nathaniel Dell,WR,HOU,25
Sincere McCormick,RB,LVR,80
Craig Reynolds,RB,DET,79
Raheim Sanders,RB,LAC,98
Dawson Knox,TE,BUF,125
D.J. Chark Jr.,WR,UNS,144
Tai Felton,WR,MIN,163
Pierre Strong Jr.,RB,CLE,76
Parker Washington,WR,JAC,151
Allen Lazard,WR,NYJ,136
Jamaal Williams,RB,UNS,71
Van Jefferson,WR,TEN,151
Mitchell Evans,TE,CAR,151
Treylon Burks,WR,TEN,167
Brevin Jordan,TE,HOU,147
Kimani Vidal,RB,LAC,75
Zamir White,RB,LVR,66
Tommy Tremble,TE,CAR,127
Luke McCaffrey,WR,WAS,171
Tory Horton,WR,SEA,180
KaVontae Turpin,WR,DAL,121
Isaac TeSlaa,WR,DET,182
Deuce Vaughn,RB,DAL,78
Kalif Raymond,WR,DET,149
Chimere Dike,WR,TEN,178
Drew Sample,TE,CIN,100
Blake Watson,RB,DEN,80
Kenny McIntosh,RB,SEA,60
Josh Whyle,TE,TEN,128
Demarcus Robinson,WR,SF,186
DeeJay Dallas,RB,ARI,61
Malik Davis,RB,DAL,63
Josh Reynolds,WR,NYJ,154
Greg Dortch,WR,ARI,144
Jalen Tolbert,WR,DAL,145
Greg Dulcich,TE,NYG,136
Kendrick Bourne,WR,NE,126
Tyler Goodson,RB,IND,46
Luke Schoonmaker,TE,DAL,111
Savion Williams,WR,GB,171
Jonathan Mingo,WR,DAL,159
Israel Abanikanda,RB,SF,63
Jaxson Dart,QB,NYG,113
Tyler Badie,RB,DEN,60
Jordan Mims,RB,NO,45
Michael Gallup,WR,WAS,165
Dylan Laube,RB,LVR,48
Hassan Haskins,RB,LAC,47
Chris Boswell,K,PIT,19
AJ Barner,TE,SEA,95
Ben Sauls,K,PIT,16
Stone Smartt,TE,NYJ,113
Elijah Higgins,TE,ARI,98
Tanner McLachlan,TE,CIN,113
Carson Steele,RB,KC,36
Montrell Johnson Jr.,RB,PHI,37
Julius Chestnut,RB,TEN,39
Jase McClellan,RB,ATL,38
Robert Woods,WR,PIT,157
Keilan Robinson,RB,JAC,35
Eric Gray,RB,NYG,32
Tyler Boyd,WR,UNS,127
Lucas Krull,TE,DEN,89
Donovan Edwards,RB,NYJ,12
Hunter Renfrow,WR,CAR,152
Elijah Moore,WR,BUF,138
Jalen Royals,WR,KC,158
Tre Tucker,WR,LVR,126
Malachi Corley,WR,NYJ,152
Grant Calcaterra,TE,PHI,93
Ja'Lynn Polk,WR,NE,155
Nelson Agholor,WR,UNS,117
Jeremy Ruckert,TE,NYJ,86
Adam Trautman,TE,DEN,83
JuJu Smith-Schuster,WR,KC,129
Arian Smith,WR,NYJ,142
Johnny Mundt,TE,JAC,68
Harrison Bryant,TE,PHI,89
Luke Lachey,TE,HOU,100
Josh Oliver,TE,MIN,83
Kylen Granson,TE,PHI,86
Isaiah Bond,WR,RK,171
Julian Hill,TE,MIA,72
Daniel Bellinger,TE,NYG,84
Jake Briningstool,TE,KC,102
Zay Jones,WR,ARI,126
Brock Wright,TE,DET,70
Caleb Lohner,TE,DEN,90
Davis Allen,TE,LAR,78
Derius Davis,WR,LAC,126
Joshua Simon,TE,ATL,89
Charlie Kolar,TE,BAL,76
Javon Baker,WR,NE,138
Jermaine Burton,WR,CIN,133
Tip Reiman,TE,ARI,77
Devin Culp,TE,TB,74
Colby Parkinson,TE,LAR,62
Jelani Woods,TE,IND,67
Jackson Hawes,TE,BUF,73
Jared Wiley,TE,KC,77
Jahan Dotson,WR,PHI,129
Sterling Shepard,WR,TB,112
Jalin Hyatt,WR,NYG,136
Charlie Woerner,TE,ATL,61
Payne Durham,TE,TB,71
John Bates,TE,WAS,55
Andrew Ogletree,TE,IND,69
Mo Alie-Cox,TE,IND,30
John Metchie,WR,HOU,117
Tez Johnson,WR,TB,125
Jaylin Lane,WR,WAS,126
Will Mallory,TE,IND,67
KeAndre Lambert-Smith,WR,LAC,122
Brevyn Spann-Ford,TE,DAL,61
Nate Adkins,TE,DEN,51
Thomas Fidone II,TE,NYG,66
Jaheim Bell,TE,NE,64
Xavier Restrepo,WR,TEN,141
Andres Borregales,K,NE,5
Devontez Walker,WR,BAL,122
Dallin Holker,TE,NO,56
Moliki Matavao,TE,NO,55
Dillon Gabriel,QB,CLE,85
Gavin Bartholomew,TE,MIN,48
Joe Flacco,QB,CLE,99
Ricky White,WR,SEA,114
Justin Watson,WR,HOU,117
Shedeur Sanders,QB,CLE,84
Jordan Watkins,WR,SF,118
Durham Smythe,TE,CHI,37
Robbie Ouzts,TE,SEA,39
Kenny Pickett,QB,CLE,78
Spencer Rattler,QB,NO,66
Jacob Cowing,WR,SF,123
Connor Heyward,TE,PIT,38
Olamide Zaccheaus,WR,CHI,74
Mecole Hardman,WR,GB,96
Rondale Moore,WR,MIN,47
David Bell,WR,CLE,88
Jake Bobo,WR,SEA,83
Nick Nash,WR,ATL,105
Johnny Wilson,WR,PHI,112
Bub Means,WR,NO,73
Kevin Austin Jr.,WR,NO,72
Charlie Jones,WR,CIN,96
Mason Tipton,WR,NO,74
Cedrick Wilson,WR,NO,69
Ainias Smith,WR,PHI,106
Jamari Thrash,WR,CLE,82
Casey Washington,WR,ATL,84
Devin Duvernay,WR,CHI,73
Bo Melton,WR,GB,91
Jimmy Horn Jr.,WR,CAR,79
Rakim Jarrett,WR,TB,87
Ashton Dulin,WR,IND,83
DJ Turner,WR,LVR,63
Kaden Prather,WR,BUF,81
Elijhah Badger,WR,KC,84
Trey Palmer,WR,TB,79
Malik Heath,WR,GB,76
Xavier Gipson,WR,NYJ,69
Michael Woods II,WR,CLE,75
Kobe Hudson,WR,CAR,74
Ryan Miller,WR,TB,76
LaJohntay Wester,WR,BAL,71
Dominic Lovett,WR,DET,68
Skyy Moore,WR,KC,78
Jha'Quan Jackson,WR,TEN,75
KhaDarel Hodge,WR,ATL,29
Ryan Flournoy,WR,DAL,54
Jalen Brooks,WR,DAL,53
Bryce Oliver,WR,TEN,64
Tyler Scott,WR,CHI,52
Tyler Johnson,WR,NYJ,40
Antwane Wells Jr.,WR,NYG,56
Konata Mumpfield,WR,LAR,55
Anthony Gould,WR,IND,55
Xavier Hutchinson,WR,HOU,40
Braxton Berrios,WR,HOU,18
Jalen Milroe,QB,SEA,110
Deshaun Watson,QB,CLE,38
Will Howard,QB,PIT,84
Mason Rudolph,QB,PIT,72
